EV Charger Registration Code,Name,No. of Charging Outlets,Connector ID,Type of Connector,Rated Output Power (kW),Postal Code,Block/House No,Street Name,Building Name,Floor No,Lot No,Is the charger publicly accessible?,Longitude,Latitude
R107742Z,SHELL SINGAPORE PTE. LTD.,2,R107742Z-001,CCS2,50,229846,150,BUKIT TIMAH ROAD,SHELL NEWTON HOPPER,L01,,Yes,103.8431747,1.311305266
R107742Z,SHELL SINGAPORE PTE. LTD.,2,R107742Z-002,Type 2,43,229846,150,BUKIT TIMAH ROAD,SHELL NEWTON HOPPER,L01,0,Yes,103.8431747,1.311305266
R107913F,SHELL SINGAPORE PTE. LTD.,1,R107913F-001,Type 2,7,560110,110,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,L1,228,Yes,103.8383207,1.370363052
R107915C,SHELL SINGAPORE PTE. LTD.,1,R107915C-001,Type 2,7,560110,110,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,L1,229,Yes,103.8383207,1.370363052
R107918D,SHELL SINGAPORE PTE. LTD.,1,R107918D-001,Type 2,7,560110,110,ANG MO KIO AVENUE 4,KEBUN BARU HEIGHTS,L1,230,Yes,103.8383207,1.370363052
R107923A,SHELL SINGAPORE PTE. LTD.,1,R107923A-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,440,Yes,103.8947593,1.378793343
R107924E,SHELL SINGAPORE PTE. LTD.,1,R107924E-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,441,Yes,103.8947593,1.378793343
R107926B,SHELL SINGAPORE PTE. LTD.,1,R107926B-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,442,Yes,103.8947593,1.378793343
R107928Z,SHELL SINGAPORE PTE. LTD.,1,R107928Z-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,443,Yes,103.8947593,1.378793343
R107930F,SHELL SINGAPORE PTE. LTD.,1,R107930F-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,444,Yes,103.8947593,1.378793343
R107931Z,SHELL SINGAPORE PTE. LTD.,1,R107931Z-001,Type 2,7,530454,454,HOUGANG AVENUE 8,,L1,444A,Yes,103.8947593,1.378793343
R107978G,SHELL SINGAPORE PTE. LTD.,1,R107978G-001,Type 2,7,530557,557,HOUGANG STREET 51,,L1,180,Yes,103.8897556,1.38028263
R107982R,SHELL SINGAPORE PTE. LTD.,1,R107982R-001,Type 2,7,530557,557,HOUGANG STREET 51,,L1,181,Yes,103.8897556,1.38028263
R107984H,SHELL SINGAPORE PTE. LTD.,1,R107984H-001,Type 2,7,530557,557,HOUGANG STREET 51,,L1,182,Yes,103.8897556,1.38028263
R108044D,SHELL SINGAPORE PTE. LTD.,2,R108044D-001,CCS2,50,169637,548,HAVELOCK ROAD,SHELL HAVELOCK,L01,,Yes,103.8324148,1.289846869
R108044D,SHELL SINGAPORE PTE. LTD.,2,R108044D-002,Type 2,43,169637,548,HAVELOCK ROAD,SHELL HAVELOCK,L01,,Yes,103.8324148,1.289846869
R108049B,SHELL SINGAPORE PTE. LTD.,2,R108049B-001,CCS2,50,439241,743,DUNMAN ROAD,SHELL DUNMAN,L01,,Yes,103.900998,1.30979958
R108049B,SHELL SINGAPORE PTE. LTD.,2,R108049B-002,Type 2,43,439241,743,DUNMAN ROAD,SHELL DUNMAN,L01,,Yes,103.900998,1.30979958
R108057R,SHELL SINGAPORE PTE. LTD.,2,R108057R-001,CCS2,50,659760,28,BUKIT BATOK EAST AVENUE 6,SHELL BUKIT BATOK NATURE PARK,L01,,Yes,103.7648885,1.347626724
R108057R,SHELL SINGAPORE PTE. LTD.,2,R108057R-002,Type 2,43,659760,28,BUKIT BATOK EAST AVENUE 6,SHELL BUKIT BATOK NATURE PARK,L01,,Yes,103.7648885,1.347626724
R108060R,SHELL SINGAPORE PTE. LTD.,2,R108060R-001,CCS2,50,307672,324,THOMSON ROAD,SHELL THOMSON NOVENA,L01,,Yes,103.8421664,1.324191511
R108060R,SHELL SINGAPORE PTE. LTD.,2,R108060R-002,Type 2,43,307672,324,THOMSON ROAD,SHELL THOMSON NOVENA,L01,,Yes,103.8421664,1.324191511
R108089D,SHELL SINGAPORE PTE. LTD.,1,R108089D-001,Type 2,7,560433,433,ANG MO KIO AVENUE 3,CHONG BOON RISE,L1,35,Yes,103.8540815,1.368646393
R108091R,SHELL SINGAPORE PTE. LTD.,1,R108091R-001,Type 2,7,560433,433,ANG MO KIO AVENUE 3,CHONG BOON RISE,L1,36,Yes,103.8540815,1.368646393
R108092D,SHELL SINGAPORE PTE. LTD.,1,R108092D-001,Type 2,7,560433,433,ANG MO KIO AVENUE 3,CHONG BOON RISE,L1,37,Yes,103.8540815,1.368646393
R108101F,SHELL SINGAPORE PTE. LTD.,1,R108101F-001,Type 2,7,731630,630A,WOODLANDS RING ROAD,630A,L3A,103,Yes,103.8011645,1.435105946
R108102Z,SHELL SINGAPORE PTE. LTD.,1,R108102Z-001,Type 2,7,731630,630A,WOODLANDS RING ROAD,630A,L3A,104,Yes,103.8011645,1.435105946
R108104G,SHELL SINGAPORE PTE. LTD.,1,R108104G-001,Type 2,7,731630,630A,WOODLANDS RING ROAD,630A,L3A,105,Yes,103.8011645,1.435105946
R108106D,SHELL SINGAPORE PTE. LTD.,1,R108106D-001,Type 2,7,731546,546A,WOODLANDS DRIVE 16,MULTI STOREY CAR PARK,L3A,198,Yes,103.7934091,1.429747894
R108110H,SHELL SINGAPORE PTE. LTD.,1,R108110H-001,Type 2,7,731546,546A,WOODLANDS DRIVE 16,MULTI STOREY CAR PARK,L3A,199,Yes,103.7934091,1.429747894
R108112E,SHELL SINGAPORE PTE. LTD.,1,R108112E-001,Type 2,7,731546,546A,WOODLANDS DRIVE 16,MULTI STOREY CAR PARK,L3A,200,Yes,103.7934091,1.429747894
R108114B,SHELL SINGAPORE PTE. LTD.,1,R108114B-001,Type 2,7,731661,661A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,230,Yes,103.7985543,1.43584278
R108115F,SHELL SINGAPORE PTE. LTD.,1,R108115F-001,Type 2,7,560558,558,ANG MO KIO AVENUE 10,,L1,41,Yes,103.8594172,1.371029159
R108116Z,SHELL SINGAPORE PTE. LTD.,1,R108116Z-001,Type 2,7,731661,661A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,231,Yes,103.7985543,1.43584278
R108117C,SHELL SINGAPORE PTE. LTD.,1,R108117C-001,Type 2,7,731661,661A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3B,232,Yes,103.7985543,1.43584278
R108118G,SHELL SINGAPORE PTE. LTD.,1,R108118G-001,Type 2,7,560558,558,ANG MO KIO AVENUE 10,MULTI STOREY CAR PARK,L1,42,Yes,103.8594172,1.371029159
R108119R,SHELL SINGAPORE PTE. LTD.,1,R108119R-001,Type 2,7,560558,558,ANG MO KIO AVENUE 10,MULTI STOREY CAR PARK,L1,43,Yes,103.8594172,1.371029159
R108120C,SHELL SINGAPORE PTE. LTD.,1,R108120C-001,Type 2,7,560631,631,ANG MO KIO AVENUE 4,YIO CHU KANG VIEW,L1,55,Yes,103.8407419,1.380009094
R108121G,SHELL SINGAPORE PTE. LTD.,1,R108121G-001,Type 2,7,731667,667A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3A,95,Yes,103.7979177,1.438891051
R108122R,SHELL SINGAPORE PTE. LTD.,1,R108122R-001,Type 2,7,560631,631,ANG MO KIO AVENUE 4,YIO CHU KANG VIEW,L1,56,Yes,103.8407419,1.380009094
R108123D,SHELL SINGAPORE PTE. LTD.,1,R108123D-001,Type 2,7,731667,667A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3A,96,Yes,103.7979177,1.438891051
R108125A,SHELL SINGAPORE PTE. LTD.,1,R108125A-001,Type 2,7,731667,667A,WOODLANDS RING ROAD,MULTI STOREY CAR PARK,L3A,97,Yes,103.7979177,1.438891051
R108126E,SHELL SINGAPORE PTE. LTD.,1,R108126E-001,Type 2,7,560631,631,ANG MO KIO AVENUE 4,YIO CHU KANG VIEW,L1,57,Yes,103.8407419,1.380009094
R108128B,SHELL SINGAPORE PTE. LTD.,1,R108128B-001,Type 2,7,550520,520,SERANGOON NORTH AVENUE 4,,L1,164,Yes,103.8736719,1.371511971
R108129F,SHELL SINGAPORE PTE. LTD.,1,R108129F-001,Type 2,7,550520,520,SERANGOON NORTH AVENUE 4,,L1,165,Yes,103.8736719,1.371511971
R108130K,SHELL SINGAPORE PTE. LTD.,1,R108130K-001,Type 2,7,731549,549A,WOODLANDS DRIVE 44,MULTI STOREY CAR PARK,L3A,108,Yes,103.7949345,1.43230047
R108131B,SHELL SINGAPORE PTE. LTD.,1,R108131B-001,Type 2,7,731549,549A,WOODLANDS DRIVE 44,MULTI STOREY CAR PARK,L3A,109,Yes,103.7949345,1.43230047
R108132F,SHELL SINGAPORE PTE. LTD.,1,R108132F-001,Type 2,7,550520,520,SERANGOON NORTH AVENUE 4,MULTI STOREY CAR PARK,L1,166,Yes,103.8736719,1.371511971
R108135G,SHELL SINGAPORE PTE. LTD.,1,R108135G-001,Type 2,7,731549,549A,WOODLANDS DRIVE 44,MULTI STOREY CAR PARK,L3A,110,Yes,103.7949345,1.43230047
R108145B,SHELL SINGAPORE PTE. LTD.,1,R108145B-001,Type 2,7,350102,102,POTONG PASIR AVENUE 1,,L1,129,Yes,103.869214,1.334004902
R108148C,SHELL SINGAPORE PTE. LTD.,1,R108148C-001,Type 2,7,350102,102,POTONG PASIR AVENUE 1,,L1,130,Yes,103.869214,1.334004902
R108151C,SHELL SINGAPORE PTE. LTD.,1,R108151C-001,Type 2,7,350102,102,POTONG PASIR AVENUE 1,,L1,131,Yes,103.869214,1.334004902
R108157E,SHELL SINGAPORE PTE. LTD.,1,R108157E-001,Type 2,7,730694,694,WOODLANDS DRIVE 62,ADMIRALTY GROVE,L3B,63,Yes,103.8050183,1.438042266
R108160E,SHELL SINGAPORE PTE. LTD.,1,R108160E-001,Type 2,7,730694,694,WOODLANDS DRIVE 62,ADMIRALTY GROVE,L3B,64,Yes,103.8050183,1.438042266
R108163F,SHELL SINGAPORE PTE. LTD.,1,R108163F-001,Type 2,7,730694,694,WOODLANDS DRIVE 62,ADMIRALTY GROVE,L3B,65,Yes,103.8050183,1.438042266
R108167R,SHELL SINGAPORE PTE. LTD.,1,R108167R-001,Type 2,7,730574,574,WOODLANDS DRIVE 16,MULTI STOREY CAR PARK,L3A,119,Yes,103.7984436,1.430589086
R108168D,SHELL SINGAPORE PTE. LTD.,1,R108168D-001,Type 2,7,730574,574,WOODLANDS DRIVE 16,WOODLANDS GLEN,L3A,120,Yes,103.7984436,1.430589086
R108169H,SHELL SINGAPORE PTE. LTD.,1,R108169H-001,Type 2,7,730574,574,WOODLANDS DRIVE 16,WOODLANDS GLEN,L3A,121,Yes,103.7984436,1.430589086
R108170R,SHELL SINGAPORE PTE. LTD.,1,R108170R-001,Type 2,7,820267,267,PUNGGOL FIELD,PUNGGOL SAPPHIRE,L3,381,Yes,103.8979528,1.404000204
R108172H,SHELL SINGAPORE PTE. LTD.,1,R108172H-001,Type 2,7,820267,267,PUNGGOL FIELD,PUNGGOL SAPPHIRE,L3,382,Yes,103.8979528,1.404000204
R108174E,SHELL SINGAPORE PTE. LTD.,1,R108174E-001,Type 2,7,820267,267,PUNGGOL FIELD,PUNGGOL SAPPHIRE,L3,414,Yes,103.8979528,1.404000204
R108175K,SHELL SINGAPORE PTE. LTD.,2,R108175K-001,CCS2,60,608829,5B,TOH GUAN ROAD EAST,MAPLETREE LOGISTICS HUB - TOH GUAN,L1,2,Yes,103.7517217,1.3382704
R108175K,SHELL SINGAPORE PTE. LTD.,2,R108175K-002,CCS2,60,608829,5B,TOH GUAN ROAD EAST,MAPLETREE LOGISTICS HUB - TOH GUAN,L1,2,Yes,103.7517217,1.3382704
R108177F,SHELL SINGAPORE PTE. LTD.,2,R108177F-001,CCS2,190,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,105,Yes,103.9594031,1.33430414
R108177F,SHELL SINGAPORE PTE. LTD.,2,R108177F-002,CCS2,190,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,105,Yes,103.9594031,1.33430414
R108182C,SHELL SINGAPORE PTE. LTD.,1,R108182C-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,106,Yes,103.9594031,1.33430414
R108183G,SHELL SINGAPORE PTE. LTD.,1,R108183G-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,107,Yes,103.9594031,1.33430414
R108185D,SHELL SINGAPORE PTE. LTD.,1,R108185D-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,108,Yes,103.9594031,1.33430414
R108186H,SHELL SINGAPORE PTE. LTD.,2,R108186H-001,CCS2,190,348584,259,MACPHERSON ROAD,SHELL MACPHERSON,L01,,Yes,103.8777586,1.331182559
R108186H,SHELL SINGAPORE PTE. LTD.,2,R108186H-002,CCS2,190,348584,259,MACPHERSON ROAD,SHELL MACPHERSON,L01,0,Yes,103.8777586,1.331182559
R108187A,SHELL SINGAPORE PTE. LTD.,1,R108187A-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,109,Yes,103.9594031,1.33430414
R108189K,SHELL SINGAPORE PTE. LTD.,1,R108189K-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,110,Yes,103.9594031,1.33430414
R108191E,SHELL SINGAPORE PTE. LTD.,2,R108191E-001,CCS2,190,98857,450,TELOK BLANGAH ROAD,SHELL TELOK BLANGAH,L01,,Yes,103.8128439,1.270582568
R108191E,SHELL SINGAPORE PTE. LTD.,2,R108191E-002,CCS2,190,98857,450,TELOK BLANGAH ROAD,SHELL TELOK BLANGAH,L01,0,Yes,103.8128439,1.270582568
R108192K,SHELL SINGAPORE PTE. LTD.,1,R108192K-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,265,Yes,103.9594031,1.33430414
R108194F,SHELL SINGAPORE PTE. LTD.,1,R108194F-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,266,Yes,103.9594031,1.33430414
R108195Z,SHELL SINGAPORE PTE. LTD.,1,R108195Z-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,267,Yes,103.9594031,1.33430414
R108198R,SHELL SINGAPORE PTE. LTD.,1,R108198R-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,269,Yes,103.9594031,1.33430414
R108199D,SHELL SINGAPORE PTE. LTD.,1,R108199D-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,111,Yes,103.9594031,1.33430414
R108200G,SHELL SINGAPORE PTE. LTD.,1,R108200G-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,112,Yes,103.9594031,1.33430414
R108201R,SHELL SINGAPORE PTE. LTD.,1,R108201R-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,113,Yes,103.9594031,1.33430414
R108202D,SHELL SINGAPORE PTE. LTD.,1,R108202D-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,114,Yes,103.9594031,1.33430414
R108204A,SHELL SINGAPORE PTE. LTD.,1,R108204A-001,Type 2,22,248649,1,ORCHARD BOULEVARD,CAMDEN CENTRE,B2,21,Yes,103.8239072,1.303137582
R108205E,SHELL SINGAPORE PTE. LTD.,1,R108205E-001,Type 2,22,138588,9,NORTH BUONA VISTA DRIVE,THE METROPOLIS,B1,17,Yes,103.7912375,1.306245568
R108208F,SHELL SINGAPORE PTE. LTD.,1,R108208F-001,Type 2,22,138588,9,NORTH BUONA VISTA DRIVE,THE METROPOLIS,B1,18,Yes,103.7912375,1.306245568
R108209Z,SHELL SINGAPORE PTE. LTD.,1,R108209Z-001,Type 2,7,350117,117,POTONG PASIR AVENUE 1,,L1,188,Yes,103.8632229,1.336313102
R108211F,SHELL SINGAPORE PTE. LTD.,1,R108211F-001,Type 2,7,350117,117,POTONG PASIR AVENUE 1,,L1,189,Yes,103.8632229,1.336313102
R108213C,SHELL SINGAPORE PTE. LTD.,1,R108213C-001,Type 2,7,350117,117,POTONG PASIR AVENUE 1,,L1,190,Yes,103.8632229,1.336313102
R108215R,SHELL SINGAPORE PTE. LTD.,2,R108215R-001,CCS2,50,238877,435,ORCHARD ROAD,CITIBANK WISMA ATRIA,L5,67,Yes,103.833201,1.30370452
R108215R,SHELL SINGAPORE PTE. LTD.,2,R108215R-002,Type 2,43,238877,435,ORCHARD ROAD,CITIBANK WISMA ATRIA,L5,67,Yes,103.833201,1.30370452
R108217H,SHELL SINGAPORE PTE. LTD.,1,R108217H-001,Type 2,22,649674,2,BULIM LINK,HMGICS,B1,27,Yes,103.7115828,1.353605397
R108218A,SHELL SINGAPORE PTE. LTD.,1,R108218A-001,Type 2,7,550419,419,SERANGOON CENTRAL,,L1,534,Yes,103.8753546,1.349505832
R108219E,SHELL SINGAPORE PTE. LTD.,1,R108219E-001,Type 2,22,649674,2,BULIM LINK,HMGICS,B1,28,Yes,103.7115828,1.353605397
R108221A,SHELL SINGAPORE PTE. LTD.,1,R108221A-001,Type 2,22,649674,2,BULIM LINK,HMGICS,B1,29,Yes,103.7115828,1.353605397
R108222E,SHELL SINGAPORE PTE. LTD.,1,R108222E-001,Type 2,7,550419,419,SERANGOON CENTRAL,,L1,535,Yes,103.8753546,1.349505832
R108223K,SHELL SINGAPORE PTE. LTD.,1,R108223K-001,Type 2,22,649674,2,BULIM LINK,HMGICS,B1,30,Yes,103.7115828,1.353605397
R108224B,SHELL SINGAPORE PTE. LTD.,1,R108224B-001,Type 2,7,550419,419,SERANGOON CENTRAL,,L1,536,Yes,103.8753546,1.349505832
R108225F,SHELL SINGAPORE PTE. LTD.,2,R108225F-001,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,11,Yes,103.8585526,1.295711525
R108225F,SHELL SINGAPORE PTE. LTD.,2,R108225F-002,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,11,Yes,103.8585526,1.295711525
R108227C,SHELL SINGAPORE PTE. LTD.,2,R108227C-001,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,59,Yes,103.8585526,1.295711525
R108227C,SHELL SINGAPORE PTE. LTD.,2,R108227C-002,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,59,Yes,103.8585526,1.295711525
R108228G,SHELL SINGAPORE PTE. LTD.,2,R108228G-001,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,69,Yes,103.8585526,1.295711525
R108228G,SHELL SINGAPORE PTE. LTD.,2,R108228G-002,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,69,Yes,103.8585526,1.295711525
R108232R,SHELL SINGAPORE PTE. LTD.,2,R108232R-001,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,88,Yes,103.8585526,1.295711525
R108232R,SHELL SINGAPORE PTE. LTD.,2,R108232R-002,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B2,88,Yes,103.8585526,1.295711525
R108234H,SHELL SINGAPORE PTE. LTD.,2,R108234H-001,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,33,Yes,103.8585526,1.295711525
R108234H,SHELL SINGAPORE PTE. LTD.,2,R108234H-002,CCS2,190,38983,3,TEMASEK BOULEVARD,CITIBANK SUNTEC CITY MALL,B1,33,Yes,103.8585526,1.295711525
R108237K,SHELL SINGAPORE PTE. LTD.,2,R108237K-001,CCS2,50,555944,49,SERANGOON GARDEN WAY,SHELL SERANGOON GARDENS,L01,,Yes,103.8672595,1.363282088
R108237K,SHELL SINGAPORE PTE. LTD.,2,R108237K-002,Type 2,43,555944,49,SERANGOON GARDEN WAY,SHELL SERANGOON GARDENS,L01,,Yes,103.8672595,1.363282088
R108254K,SHELL SINGAPORE PTE. LTD.,1,R108254K-001,Type 2,22,486150,1,EXPO DRIVE,DBS SINGAPORE EXPO,L1,269,Yes,103.9594031,1.33430414
R108297A,SHELL SINGAPORE PTE. LTD.,1,R108297A-001,Type 2,7,730689,689,WOODLANDS DRIVE 75,MULTI STOREY CAR PARK,L3A,65,Yes,103.8088593,1.444667303
R108298E,SHELL SINGAPORE PTE. LTD.,1,R108298E-001,Type 2,7,730689,689,WOODLANDS DRIVE 75,MULTI STOREY CAR PARK,L3A,66,Yes,103.8088593,1.444667303
R108299K,SHELL SINGAPORE PTE. LTD.,1,R108299K-001,Type 2,7,730689,689,WOODLANDS DRIVE 75,MULTI STOREY CAR PARK,L3A,67,Yes,103.8088593,1.444667303
R108302K,SHELL SINGAPORE PTE. LTD.,1,R108302K-001,Type 2,7,751335,335A,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L3A,170,Yes,103.8154884,1.447670434
R108303B,SHELL SINGAPORE PTE. LTD.,1,R108303B-001,Type 2,7,751335,335A,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L3A,171,Yes,103.8154884,1.447670434
R108304F,SHELL SINGAPORE PTE. LTD.,1,R108304F-001,Type 2,7,751335,335A,SEMBAWANG CLOSE,MULTI STOREY CAR PARK,L3A,172,Yes,103.8154884,1.447670434
R108305Z,SHELL SINGAPORE PTE. LTD.,1,R108305Z-001,Type 2,7,820614,614,EDGEFIELD PLAINS,PUNGGOL SPRING,L3A,95,Yes,103.9096571,1.403234914
R108306C,SHELL SINGAPORE PTE. LTD.,1,R108306C-001,Type 2,7,820614,614,EDGEFIELD PLAINS,PUNGGOL SPRING,L3B,96,Yes,103.9096571,1.403234914
R108307G,SHELL SINGAPORE PTE. LTD.,1,R108307G-001,Type 2,7,820614,614,EDGEFIELD PLAINS,PUNGGOL SPRING,L3B,97,Yes,103.9096571,1.403234914
R108310G,SHELL SINGAPORE PTE. LTD.,1,R108310G-001,Type 2,7,540270,270,SENGKANG CENTRAL,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL 270 (CC),L3A,100,Yes,103.8942447,1.386111897
R108311R,SHELL SINGAPORE PTE. LTD.,1,R108311R-001,Type 2,7,540270,270,SENGKANG CENTRAL,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL 270 (CC),L3A,101,Yes,103.8942447,1.386111897
R108312D,SHELL SINGAPORE PTE. LTD.,1,R108312D-001,Type 2,7,540270,270,SENGKANG CENTRAL,PCF SPARKLETOTS PRESCHOOL @ SENGKANG CENTRAL 270 (CC),L3A,102,Yes,103.8942447,1.386111897
R108314A,SHELL SINGAPORE PTE. LTD.,1,R108314A-001,Type 2,7,540273,273,COMPASSVALE LINK,ATRINA,B1,1,Yes,103.8947422,1.384295703
R108315E,SHELL SINGAPORE PTE. LTD.,1,R108315E-001,Type 2,7,540273,273,COMPASSVALE LINK,ATRINA,B1,2,Yes,103.8947422,1.384295703
R108316K,SHELL SINGAPORE PTE. LTD.,1,R108316K-001,Type 2,7,540273,273,COMPASSVALE LINK,ATRINA,B1,3,Yes,103.8947422,1.384295703
R108317B,SHELL SINGAPORE PTE. LTD.,1,R108317B-001,Type 2,7,820207,207,PUNGGOL PLACE,PUNGGOL SAILS,L3B,225,Yes,103.9009163,1.400626978
R108356R,SHELL SINGAPORE PTE. LTD.,1,R108356R-001,Type 2,7,820207,207,PUNGGOL PLACE,PUNGGOL SAILS,L3B,226,Yes,103.9009163,1.400626978
R108358H,SHELL SINGAPORE PTE. LTD.,1,R108358H-001,Type 2,7,820207,207,PUNGGOL PLACE,PUNGGOL SAILS,L3B,227,Yes,103.9009163,1.400626978
R108362A,SHELL SINGAPORE PTE. LTD.,1,R108362A-001,Type 2,7,820302,302,PUNGGOL PLACE,CORALINUS,L3A,70,Yes,103.9046067,1.40484725
R108363E,SHELL SINGAPORE PTE. LTD.,1,R108363E-001,Type 2,7,820302,302,PUNGGOL PLACE,CORALINUS,L3A,71,Yes,103.9046067,1.40484725
R108364K,SHELL SINGAPORE PTE. LTD.,1,R108364K-001,Type 2,7,820302,302,PUNGGOL PLACE,CORALINUS,L3A,72,Yes,103.9046067,1.40484725
R108368C,SHELL SINGAPORE PTE. LTD.,1,R108368C-001,Type 2,7,730685,685,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L3,254,Yes,103.8055303,1.44076232
R108370Z,SHELL SINGAPORE PTE. LTD.,1,R108370Z-001,Type 2,7,730685,685,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L3,255,Yes,103.8055303,1.44076232
R108371C,SHELL SINGAPORE PTE. LTD.,1,R108371C-001,Type 2,7,730685,685,WOODLANDS DRIVE 73,MULTI STOREY CAR PARK,L3,256,Yes,103.8055303,1.44076232
R108372G,SHELL SINGAPORE PTE. LTD.,1,R108372G-001,Type 2,7,540318,318,ANCHORVALE LINK,,L3,178,Yes,103.8899977,1.392697529
R108373R,SHELL SINGAPORE PTE. LTD.,1,R108373R-001,Type 2,7,540318,318,ANCHORVALE LINK,,L3,179,Yes,103.8899977,1.392697529
R108374D,SHELL SINGAPORE PTE. LTD.,1,R108374D-001,Type 2,7,540318,318,ANCHORVALE LINK,,L3,180,Yes,103.8899977,1.392697529
R108375H,SHELL SINGAPORE PTE. LTD.,1,R108375H-001,Type 2,7,540313,313,ANCHORVALE ROAD,MULTI STOREY CAR PARK,L3,125,Yes,103.887374,1.392558479
R108378K,SHELL SINGAPORE PTE. LTD.,1,R108378K-001,Type 2,7,540313,313,ANCHORVALE ROAD,MULTI STOREY CAR PARK,L3,126,Yes,103.887374,1.392558479
R108379B,SHELL SINGAPORE PTE. LTD.,1,R108379B-001,Type 2,7,540313,313,ANCHORVALE ROAD,MULTI STOREY CAR PARK,L3,127,Yes,103.887374,1.392558479
R108386G,SHELL SINGAPORE PTE. LTD.,1,R108386G-001,Type 2,7,540164,164,RIVERVALE CRESCENT,RIVERVALE DELTA,L5,336,Yes,103.9076001,1.389273974
R108387R,SHELL SINGAPORE PTE. LTD.,1,R108387R-001,Type 2,7,540164,164,RIVERVALE CRESCENT,RIVERVALE DELTA,L5,337,Yes,103.9076001,1.389273974
R108389H,SHELL SINGAPORE PTE. LTD.,1,R108389H-001,Type 2,7,540164,164,RIVERVALE CRESCENT,RIVERVALE DELTA,L5,338,Yes,103.9076001,1.389273974
R108390R,SHELL SINGAPORE PTE. LTD.,1,R108390R-001,Type 2,7,540215,215,COMPASSVALE DRIVE,COMPASSVALE MAST,L3B,136,Yes,103.8930518,1.390244344
R108391D,SHELL SINGAPORE PTE. LTD.,1,R108391D-001,Type 2,22,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,474,Yes,103.8483353,1.332025489
R108392H,SHELL SINGAPORE PTE. LTD.,1,R108392H-001,Type 2,7,540215,215,COMPASSVALE DRIVE,COMPASSVALE MAST,L3B,137,Yes,103.8930518,1.390244344
R108393A,SHELL SINGAPORE PTE. LTD.,1,R108393A-001,Type 2,7,540215,215,COMPASSVALE DRIVE,COMPASSVALE MAST,L3B,138,Yes,103.8930518,1.390244344
R108394E,SHELL SINGAPORE PTE. LTD.,1,R108394E-001,Type 2,22,310480,480,LORONG 6 TOA PAYOH,BRITISH COUNCIL (TOA PAYOH CENTRE),B2,479,Yes,103.8483353,1.332025489
